시도,시군구,읍면동,년,월,일,시,분,요일,인명피해(명)소계,사망,부상,재산피해소계,화재유형,발화요인대분류,발화요인소분류,최초착화물대분류,최초착화물소분류,발화관련기기대분류,발화관련기기소분류,장소대분류,장소중분류,장소소분류,차량장소,기온(°C),강수량(mm),풍속(m/s),습도(%),현지기압(hPa),적설(cm),지면온도(°C)
서울특별시,서대문구,창천동,2022,7,6,22,12,수,0,0,0,89,"건축,구조물",전기적 요인,기타(전기적요인),"전기,전자","전기, 전자기기 기판",,,주거,단독주택,다가구주택,,27.8,0.7,4.6,84,997.9,0.0,26.9
서울특별시,성북구,동소문동4가,2022,7,6,22,55,수,0,0,0,1,"건축,구조물",방화의심,방화의심,"종이,목재,건초등",종이,,,주거,공동주택,아파트,,27.8,0.7,4.6,84,997.9,0.0,26.9
서울특별시,성북구,보문동5가,2022,7,6,23,39,수,0,0,0,165,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,생활기기,세탁기,주거,단독주택,다중주택,,26.6,15.4,1.4,91,997.5,0.0,26.0
서울특별시,동대문구,장안동,2022,7,7,19,7,목,0,0,0,55,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의",합성수지,"플라스틱, PVC, 비닐, 장판",,,주거,공동주택,아파트,,29.1,0.0,5.0,81,993.6,0.0,27.8
서울특별시,동대문구,휘경동,2022,7,7,22,4,목,0,0,0,983,"건축,구조물",전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",,,주거,기타주택,기타 주택,,26.9,0.0,3.7,92,994.7,0.0,26.5
서울특별시,동대문구,용두동,2022,7,8,3,38,금,0,0,0,11,"건축,구조물",부주의,담배꽁초,"종이,목재,건초등",종이,,,"판매,업무시설",일반업무,오피스텔,,25.2,0.0,3.9,91,993.7,0.0,25.0
서울특별시,성북구,석관동,2022,7,9,1,44,토,0,0,0,59,"자동차,철도차량",미상,미상,미상,미상,"차량, 선박부품",라이트장치,"자동차,철도차량",자동차,승용자동차,일반도로,24.0,0.1,1.8,94,992.3,0.0,24.2
서울특별시,서대문구,홍은동,2022,7,9,7,16,토,0,0,0,11,기타(쓰레기 화재등),부주의,"용접, 절단, 연마","종이,목재,건초등","기타(종이,목재,건초등)",,,기타,야외,쓰레기,,24.1,0.0,2.0,94,993.1,0.0,24.7
서울특별시,동대문구,이문동,2022,7,9,7,42,토,0,0,0,50,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,단독주택,다가구주택,,24.1,0.0,2.0,94,993.1,0.0,24.7
서울특별시,중구,주교동,2022,7,9,11,15,토,0,0,0,240,"건축,구조물",전기적 요인,미확인단락,"전기,전자",전선피복,,,산업시설,작업장,기타 작업장,,26.6,0.0,1.8,85,993.2,0.0,31.9
서울특별시,서대문구,홍제동,2022,7,9,15,27,토,0,0,0,415,"건축,구조물",기타,기타,기타,기타,,,생활서비스,음식점,"치킨,족발",,30.7,0.0,1.5,68,992.2,0.0,34.5
서울특별시,서대문구,천연동,2022,7,10,7,57,일,0,0,0,929,"건축,구조물",기계적 요인,자동제어 실패,"전기,전자",전자기기 부속품,주방기기,냉온수기/정수기,"판매,업무시설",일반업무,기타 일반업무시설,,25.1,0.0,1.7,88,995.4,0.0,25.6
서울특별시,서대문구,창천동,2022,7,10,10,55,일,0,0,0,475,"건축,구조물",기계적 요인,정비불량,식품,기타(식품),주방기기,튀김기,생활서비스,음식점,일식,,29.4,0.0,1.0,72,996.3,0.0,36.5
서울특별시,중구,인현동1가,2022,7,10,12,30,일,0,0,0,101,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등",종이,,,기타,야외,쓰레기,,31.8,0.0,1.2,63,995.6,0.0,38.8
서울특별시,동대문구,용두동,2022,7,10,16,54,일,0,0,0,548,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,계절용 기기,에어컨,주거,공동주택,아파트,,35.0,0.0,1.8,48,993.7,0.0,42.4
서울특별시,종로구,무악동,2022,7,11,10,39,월,0,0,0,12,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,공동주택,아파트,,28.0,0.0,1.4,65,995.3,0.0,33.4
서울특별시,종로구,동숭동,2022,7,11,12,22,월,0,0,0,0,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등",종이,,,기타,야외,쓰레기,,29.7,0.0,1.4,63,995.3,0.0,37.5
서울특별시,동대문구,전농동,2022,7,12,0,29,화,0,0,0,3219,"건축,구조물",전기적 요인,미확인단락,가구,소파,계절용 기기,기타(계절용기기),"판매,업무시설",일반업무,기타 일반업무시설,,25.1,0.0,2.9,77,998.5,0.0,23.4
서울특별시,동대문구,용두동,2022,7,12,1,44,화,1,0,1,351,"건축,구조물",부주의,음식물 조리중,식품,튀김유,주방기기,가스렌지,주거,단독주택,단독주택,,24.6,0.0,2.5,78,998.2,0.0,23.0
서울특별시,종로구,창신동,2022,7,12,18,38,화,0,0,0,0,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,재활용,,,기타,야외,쓰레기,,29.1,0.0,1.7,71,996.8,0.0,28.5
서울특별시,중구,신당동,2022,7,13,9,23,수,0,0,0,45,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,주거,단독주택,다가구주택,,24.9,1.0,2.2,93,995.0,0.0,24.9
서울특별시,종로구,관훈동,2022,7,13,15,29,수,0,0,0,487,"건축,구조물",전기적 요인,기타(전기적요인),"전기,전자","전기, 전자기기 내부배선",,,집합시설,전시장,기타 전시장,,24.1,22.6,2.7,100,989.5,0.0,23.8
서울특별시,중구,신당동,2022,7,13,15,53,수,0,0,0,347,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,,,"판매,업무시설",일반업무,일반빌딩,,24.1,22.6,2.7,100,989.5,0.0,23.8
서울특별시,종로구,수송동,2022,7,13,16,29,수,0,0,0,498,"건축,구조물",기계적 요인,"과열, 과부하","전기,전자",전자기기 부속품,,,"판매,업무시설",일반업무,일반회사,,24.4,22.3,3.7,99,988.6,0.0,24.1
서울특별시,중구,신당동,2022,7,13,17,40,수,0,0,0,242,"건축,구조물",부주의,음식물 조리중,식품,튀김유,,,주거,공동주택,다세대주택,,24.3,13.1,1.7,99,989.7,0.0,23.9
서울특별시,중구,북창동,2022,7,14,16,51,목,0,0,0,23,"건축,구조물",전기적 요인,절연열화에 의한 단락,"종이,목재,건초등","목재, 합판",,,생활서비스,음식점,한식(휴게),,29.7,0.0,3.2,65,989.9,0.0,35.3
서울특별시,성북구,길음동,2022,7,14,18,41,목,0,0,0,15,"건축,구조물",방화,방화,"종이,목재,건초등",종이,,,주거,공동주택,아파트,,28.5,0.0,3.6,71,990.0,0.0,28.4
서울특별시,종로구,창신동,2022,7,15,11,37,금,0,0,0,369,"건축,구조물",전기적 요인,미확인단락,"전기,전자",전선피복,,,"판매,업무시설",숙박시설,여관,,27.6,0.0,2.2,72,990.4,0.0,37.7
서울특별시,동대문구,회기동,2022,7,15,22,47,금,0,0,0,21968,"건축,구조물",전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",배선/배선기구,콘센트,교육시설,학교,대학교,,24.5,0.0,2.6,84,989.0,0.0,23.2
서울특별시,서대문구,대현동,2022,7,16,12,49,토,0,0,0,403,"건축,구조물",전기적 요인,미확인단락,"전기,전자",전선피복,계절용 기기,환풍기/송풍기/공조기,주거,단독주택,기타 단독주택,,27.8,0.0,2.1,68,987.8,0.0,32.4
서울특별시,동대문구,제기동,2022,7,16,21,11,토,0,0,0,682,"건축,구조물",전기적 요인,"누전,지락","전기,전자","콘센트, 스위치류",,,산업시설,창고시설,"창고, 물품저장소",,24.1,0.0,0.8,87,989.8,0.0,23.6
서울특별시,동대문구,답십리동,2022,7,17,23,10,일,0,0,0,97,"건축,구조물",전기적 요인,절연열화에 의한 단락,합성수지,기타(합성수지),계절용 기기,에어컨,주거,공동주택,아파트,,24.9,0.0,1.2,75,991.8,0.0,23.3
서울특별시,종로구,숭인동,2022,7,18,10,54,월,0,0,0,50,"건축,구조물",부주의,"용접, 절단, 연마",기타,기타,,,주거,공동주택,기타 공동주택,,27.5,0.0,2.4,75,989.7,0.0,35.0
서울특별시,성북구,동소문동3가,2022,7,19,9,20,화,0,0,0,182,"건축,구조물",부주의,"용접, 절단, 연마",기타,기타,,,운수자동차시설,자동차시설,"세차장, 폐차장",,27.2,0.0,2.1,78,991.5,0.0,31.9
서울특별시,중구,을지로2가,2022,7,19,18,43,화,0,0,0,9,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,재활용,,,기타,야외,쓰레기,,29.1,0.0,3.7,66,992.9,0.0,31.6
서울특별시,성북구,길음동,2022,7,19,21,20,화,0,0,0,469,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,배선/배선기구,전력공급용 전선,주거,공동주택,아파트,,26.6,0.0,1.6,77,995.0,0.0,26.4
서울특별시,중구,소공동,2022,7,20,22,9,수,0,0,0,235,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등",종이,,,기타,야외,쓰레기,,26.2,0.3,1.4,81,995.8,0.0,26.0
서울특별시,성북구,종암동,2022,7,20,23,22,수,0,0,0,754,"건축,구조물",전기적 요인,접촉불량에 의한 단락,미상,미상,계절용 기기,에어컨,주거,공동주택,아파트,,25.3,0.0,1.8,79,995.3,0.0,25.3
서울특별시,중구,을지로5가,2022,7,22,10,8,금,0,0,0,385,"건축,구조물",기계적 요인,기타(기계적요인),"종이,목재,건초등",톱밥,산업장비,전동톱/절단기,산업시설,작업장,기타 작업장,,25.1,0.0,2.1,80,995.9,0.0,29.0
서울특별시,성북구,삼선동4가,2022,7,22,20,27,금,0,0,0,434,"건축,구조물",부주의,기타(부주의),"종이,목재,건초등",종이,,,주거,공동주택,기타 공동주택,,25.6,0.0,2.0,77,995.9,0.0,24.9
서울특별시,성북구,장위동,2022,7,24,20,44,일,0,0,0,941,"건축,구조물",전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",계절용 기기,선풍기,주거,공동주택,다세대주택,,26.1,0.0,2.4,83,993.6,0.0,26.0
서울특별시,성북구,동선동1가,2022,7,25,8,44,월,0,0,0,9,"건축,구조물",방화의심,방화의심,"종이,목재,건초등",종이,,,"판매,업무시설",숙박시설,여관,,24.5,0.0,0.5,89,998.9,0.0,27.7
서울특별시,성북구,성북동,2022,7,25,17,29,월,0,0,0,11,기타(쓰레기 화재등),부주의,불장난,"종이,목재,건초등",나무,,,기타,도로,기타도로,,31.8,0.0,2.8,56,998.2,0.0,33.5
서울특별시,성북구,성북동,2022,7,26,16,37,화,0,0,0,9,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등",종이,,,기타,야외,쓰레기,,32.8,0.0,3.0,60,998.3,0.0,37.3
서울특별시,동대문구,용두동,2022,7,26,20,13,화,0,0,0,1254,"건축,구조물",부주의,담배꽁초,쓰레기류,쓰레기,,,"판매,업무시설",일반업무,오피스텔,,29.9,0.0,2.7,70,998.5,0.0,28.3
서울특별시,중구,황학동,2022,7,26,21,47,화,0,0,0,1460,"건축,구조물",전기적 요인,미확인단락,"전기,전자",전선피복,전기설비,배전반/분전반,"판매,업무시설",일반업무,오피스텔,,29.5,0.0,2.0,73,998.8,0.0,27.5
서울특별시,종로구,견지동,2022,7,27,14,53,수,0,0,0,532,"자동차,철도차량",부주의,가연물 근접방치,"자동차,철도차량,선박,항공기",부품,,,"자동차,철도차량",자동차,승용자동차,일반도로,32.4,0.0,2.3,58,998.7,0.0,37.6
서울특별시,서대문구,연희동,2022,7,27,22,10,수,0,0,0,149,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,,,주거,단독주택,다가구주택,,28.4,0.0,2.2,61,1000.2,0.0,26.1
서울특별시,종로구,창신동,2022,7,28,0,24,목,0,0,0,27,"건축,구조물",부주의,가연물 근접방치,"종이,목재,건초등","기타(종이,목재,건초등)",,,주거,단독주택,단독주택,,27.6,0.0,1.5,64,1000.5,0.0,24.9
서울특별시,동대문구,장안동,2022,7,28,9,34,목,1,0,1,1488,"건축,구조물",부주의,"불씨,불꽃,화원방치",합성수지,"플라스틱, PVC, 비닐, 장판",,,생활서비스,일상서비스,기타 일상서비스,,28.4,0.0,2.6,66,1001.0,0.0,33.6
서울특별시,중구,남대문로4가,2022,7,28,16,38,목,0,0,0,5,기타(쓰레기 화재등),부주의,담배꽁초,"종이,목재,건초등",종이,,,기타,야외,쓰레기,,34.0,0.0,1.8,52,999.6,0.0,43.2
서울특별시,서대문구,충정로2가,2022,7,28,16,39,목,0,0,0,242,"건축,구조물",부주의,"용접, 절단, 연마","간판,차양막등",차양막,,,생활서비스,음식점,한식,,34.0,0.0,1.8,52,999.6,0.0,43.2
서울특별시,동대문구,장안동,2022,7,28,17,5,목,0,0,0,242,"자동차,철도차량",미상,미상,"자동차,철도차량,선박,항공기",범퍼,,,"자동차,철도차량",자동차,오토바이,일반도로,33.4,0.0,3.0,54,999.7,0.0,37.9
서울특별시,서대문구,남가좌동,2022,7,28,18,51,목,0,0,0,8869,"건축,구조물",전기적 요인,층간단락,"전기,전자",전자기기 부속품,주방기기,냉장고,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),,32.7,0.0,2.8,56,999.4,0.0,35.0
서울특별시,중구,수표동,2022,7,29,11,31,금,0,0,0,110,기타(쓰레기 화재등),전기적 요인,과부하/과전류,"전기,전자",전자기기 부속품,생활기기,기타(생활기기),기타,야외,공터,,32.6,0.0,2.6,62,1002.9,0.0,44.2
서울특별시,동대문구,용두동,2022,7,29,19,40,금,0,0,0,447,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,계절용 기기,에어컨,주거,공동주택,아파트,,31.4,0.0,3.5,68,1000.5,0.0,32.3
서울특별시,중구,신당동,2022,7,29,20,31,금,0,0,0,396,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,,,생활서비스,음식점,중식,,30.9,0.0,2.4,69,1001.0,0.0,30.4
서울특별시,서대문구,북가좌동,2022,7,29,22,28,금,0,0,0,12,"건축,구조물",전기적 요인,과부하/과전류,"전기,전자","전기, 전자기기 기판",,,주거,공동주택,다세대주택,,29.8,0.0,1.0,73,1001.8,0.0,28.7
서울특별시,종로구,관철동,2022,7,30,0,2,토,0,0,0,34,"건축,구조물",부주의,음식물 조리중,식품,튀김유,,,생활서비스,음식점,일반주점,,29.2,0.0,2.4,77,1001.8,0.0,27.9
서울특별시,서대문구,창천동,2022,7,30,13,5,토,0,0,0,778,"건축,구조물",부주의,가연물 근접방치,미상,미상,,,주거,단독주택,다가구주택,,35.6,0.0,2.8,51,998.9,0.0,51.0
서울특별시,동대문구,제기동,2022,7,30,23,22,토,0,0,0,443,"건축,구조물",전기적 요인,"압착,손상에 의한 단락",합성수지,"플라스틱, PVC, 비닐, 장판",,,생활서비스,일상서비스,기타 일상서비스,,29.6,0.0,2.2,73,999.0,0.0,27.9
서울특별시,종로구,명륜3가,2022,7,31,12,3,일,0,0,0,62,"건축,구조물",부주의,음식물 조리중,기타,기타,,,"판매,업무시설",판매시설,상점가,,28.2,1.3,2.0,83,996.7,0.0,30.3
서울특별시,중구,장충동2가,2022,8,1,19,15,월,0,0,0,56,기타(쓰레기 화재등),전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,,,기타,야외,공터,,31.2,0.0,3.2,68,994.6,0.0,29.7
서울특별시,중구,필동1가,2022,8,1,20,30,월,0,0,0,9,기타(쓰레기 화재등),부주의,담배꽁초,쓰레기류,쓰레기,,,기타,야외,쓰레기,,30.2,0.0,3.5,71,994.6,0.0,28.2
서울특별시,종로구,돈의동,2022,8,2,17,45,화,0,0,0,14,"건축,구조물",부주의,가연물 근접방치,합성수지,"플라스틱, PVC, 비닐, 장판",,,주거,단독주택,기타 단독주택,,27.0,0.5,3.2,92,998.2,0.0,28.1
서울특별시,종로구,종로2가,2022,8,3,17,25,수,0,0,0,264,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량,선박,항공기",부품,,,"자동차,철도차량",자동차,버스,일반도로,29.6,0.0,2.8,80,999.5,0.0,30.9
서울특별시,중구,신당동,2022,8,3,18,41,수,0,0,0,30758,"건축,구조물",미상,미상,미상,미상,미상,미상,생활서비스,음식점,일반주점,,28.8,0.0,2.3,81,999.2,0.0,29.5
서울특별시,동대문구,이문동,2022,8,4,7,36,목,0,0,0,1021,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,주방기기,냉장고,주거,단독주택,다가구주택,,26.4,0.0,1.6,91,1001.2,0.0,26.7
서울특별시,종로구,원남동,2022,8,4,10,14,목,0,0,0,27,"자동차,철도차량",기계적 요인,"과열, 과부하","전기,전자",전자기기 부속품,,,"자동차,철도차량",자동차,오토바이,일반도로,29.3,0.0,1.7,80,1001.1,0.0,36.0
서울특별시,중구,신당동,2022,8,4,21,29,목,0,0,0,113,"건축,구조물",부주의,"불씨,불꽃,화원방치",가구,소파,,,"판매,업무시설",판매시설,쇼핑센터,,28.4,0.0,2.6,78,998.4,0.0,26.3
서울특별시,서대문구,냉천동,2022,8,5,0,6,금,0,0,0,848,"건축,구조물",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","기타(종이,목재,건초등)",,,생활서비스,음식점,한식,,27.2,0.0,1.5,86,998.1,0.0,25.4
서울특별시,동대문구,전농동,2022,8,5,10,1,금,0,0,0,237,"건축,구조물",전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",,,주거,공동주택,아파트,,28.9,0.0,2.4,82,997.0,0.0,31.8
서울특별시,종로구,창신동,2022,8,5,12,30,금,0,0,0,15828,"건축,구조물",부주의,"불씨,불꽃,화원방치","침구,직물류",커튼,,,주거,단독주택,다가구주택,,31.2,0.0,2.7,70,996.2,0.0,40.1
서울특별시,종로구,이화동,2022,8,5,19,6,금,0,0,0,1041,"건축,구조물",부주의,"용접, 절단, 연마",합성수지,"플라스틱, PVC, 비닐, 장판",,,산업시설,공장시설,방직공업,,30.4,0.0,2.8,67,994.6,0.0,30.4
서울특별시,중구,장충동2가,2022,8,5,22,37,금,0,0,0,496,"건축,구조물",부주의,음식물 조리중,식품,튀김유,,,생활서비스,음식점,호프집,,28.7,0.0,2.4,80,995.9,0.0,28.0
서울특별시,동대문구,회기동,2022,8,5,22,39,금,0,0,0,121,"건축,구조물",미상,미상,미상,미상,전기설비,배전반/분전반,교육시설,"연구,학원",연구소,,28.7,0.0,2.4,80,995.9,0.0,28.0
서울특별시,동대문구,제기동,2022,8,7,0,4,일,0,0,0,80,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,,,주거,단독주택,다가구주택,,28.2,0.0,0.9,88,997.0,0.0,26.5
서울특별시,종로구,명륜4가,2022,8,7,11,3,일,0,0,0,280,"건축,구조물",부주의,음식물 조리중,식품,음식물,,,생활서비스,음식점,기타 음식점,,28.6,0.0,1.9,84,996.7,0.0,29.7
서울특별시,서대문구,대현동,2022,8,7,21,0,일,0,0,0,46,"건축,구조물",전기적 요인,트래킹에 의한 단락,"전기,전자","콘센트, 스위치류",,,"판매,업무시설",판매시설,기타 판매시설,,29.2,0.0,4.0,78,995.8,0.0,27.2
서울특별시,종로구,명륜1가,2022,8,8,19,4,월,0,0,0,22,"건축,구조물",전기적 요인,트래킹에 의한 단락,"전기,전자",전선피복,,,생활서비스,일상서비스,부동산 중개업소,,25.6,12.5,2.5,96,996.3,0.0,25.5
서울특별시,동대문구,휘경동,2022,8,9,18,5,화,0,0,0,11,"건축,구조물",전기적 요인,"누전,지락","전기,전자","콘센트, 스위치류",,,생활서비스,음식점,호프집,,26.0,22.1,3.0,95,994.6,0.0,25.5
서울특별시,서대문구,옥천동,2022,8,9,18,6,화,0,0,0,348,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의","전기,전자",전선피복,,,"판매,업무시설",판매시설,기타 판매시설,,26.0,22.1,3.0,95,994.6,0.0,25.5
서울특별시,중구,태평로2가,2022,8,9,21,48,화,0,0,0,400,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,,,"판매,업무시설",일반업무,일반빌딩,,24.5,19.5,2.3,96,994.7,0.0,24.4
서울특별시,종로구,혜화동,2022,8,10,1,53,수,1,0,1,4971,"건축,구조물",부주의,가연물 근접방치,가구,기타(가구),,,주거,단독주택,다중주택,,22.0,2.8,1.4,98,995.7,0.0,22.5
서울특별시,중구,주교동,2022,8,10,3,11,수,0,0,0,113843,"건축,구조물",전기적 요인,"누전,지락",가구,"침대, 매트리스",,,산업시설,창고시설,"창고, 물품저장소",,21.9,0.0,1.3,96,995.3,0.0,22.4
서울특별시,종로구,동숭동,2022,8,10,9,39,수,0,0,0,1022,"건축,구조물",미상,미상,미상,미상,,,교육시설,학교,대학교,,22.9,0.0,1.2,95,996.9,0.0,26.3
서울특별시,서대문구,충정로3가,2022,8,10,12,46,수,0,0,0,30,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,,,"판매,업무시설",일반업무,일반빌딩,,26.9,0.0,1.5,74,996.4,0.0,35.7
서울특별시,중구,소공동,2022,8,12,10,36,금,0,0,0,410,"건축,구조물",부주의,가연물 근접방치,"종이,목재,건초등",종이,산업장비,그라인더,"판매,업무시설",판매시설,백화점,,26.7,0.0,1.3,78,997.1,0.0,35.5
서울특별시,종로구,종로6가,2022,8,12,23,37,금,0,0,0,375,"건축,구조물",미상,미상,"종이,목재,건초등",종이,,,"판매,업무시설",일반업무,일반빌딩,,26.0,0.0,1.4,76,996.5,0.0,24.1
서울특별시,중구,을지로6가,2022,8,13,4,22,토,0,0,0,462,"건축,구조물",전기적 요인,기타(전기적요인),"전기,전자","기타(전기,전자)",전기설비,변압기,생활서비스,음식점,한식,,25.4,0.0,0.3,81,995.9,0.0,24.8
서울특별시,동대문구,청량리동,2022,8,13,14,10,토,0,0,0,180,"건축,구조물",전기적 요인,미확인단락,"전기,전자","전기, 전자기기 케이스",,,집합시설,운동시설,기타 운동시설,,24.8,1.3,1.2,90,995.5,0.0,25.6
서울특별시,서대문구,영천동,2022,8,14,10,14,일,0,0,0,131,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,,,생활서비스,일상서비스,기타 일상서비스,,26.9,0.0,1.4,86,996.7,0.0,30.7
서울특별시,종로구,혜화동,2022,8,14,12,8,일,0,0,0,0,"건축,구조물",부주의,쓰레기 소각,"종이,목재,건초등",종이,,,주거,단독주택,단독주택,,29.8,0.0,1.2,75,995.8,0.0,36.1
서울특별시,성북구,정릉동,2022,8,14,23,6,일,0,0,0,14,"건축,구조물",전기적 요인,트래킹에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",주방기기,냉장고,주거,단독주택,다가구주택,,27.6,0.0,2.5,85,994.9,0.0,26.5
서울특별시,동대문구,제기동,2022,8,14,23,30,일,0,0,0,1363,"건축,구조물",전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",,,생활서비스,일상서비스,일반상점,,27.6,0.0,2.5,85,994.9,0.0,26.5
서울특별시,종로구,숭인동,2022,8,15,7,2,월,0,0,0,299,"건축,구조물",전기적 요인,절연열화에 의한 단락,"전기,전자",전자기기 부속품,,,주거,공동주택,다세대주택,,27.6,0.0,5.6,84,992.2,0.0,26.1
서울특별시,중구,신당동,2022,8,15,22,5,월,0,0,0,61,"건축,구조물",전기적 요인,절연열화에 의한 단락,"간판,차양막등","기타(간판,차양막등)",,,주거,공동주택,아파트,,27.7,0.0,3.2,88,989.4,0.0,26.4
서울특별시,서대문구,홍제동,2022,8,16,9,18,화,1,0,1,224,"건축,구조물",화학적 요인,화학적 폭발,가연성가스,기타(가연성가스),,,주거,공동주택,아파트,,25.1,0.0,2.6,81,993.8,0.0,29.1
서울특별시,동대문구,용두동,2022,8,17,5,6,수,0,0,0,11,"건축,구조물",부주의,가연물 근접방치,"종이,목재,건초등",종이,,,"판매,업무시설",일반업무,오피스텔,,23.0,0.0,1.8,88,996.1,0.0,21.8
서울특별시,중구,만리동2가,2022,8,17,7,6,수,0,0,0,102,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"전기,전자",전선피복,계절용 기기,에어컨,"판매,업무시설",일반업무,오피스텔,,23.0,0.0,1.8,89,996.8,0.0,22.9
서울특별시,중구,을지로3가,2022,8,17,18,32,수,1,0,1,1418,"건축,구조물",부주의,음식물 조리중,식품,튀김유,주방기기,가스렌지,생활서비스,음식점,양식,,28.3,0.0,3.0,67,995.0,0.0,27.9
서울특별시,동대문구,용두동,2022,8,18,9,44,목,0,0,0,330,"자동차,철도차량",기계적 요인,"오일,연료누설","자동차,철도차량,선박,항공기",전기배선,,,"자동차,철도차량",자동차,오토바이,일반도로,24.7,0.0,2.5,82,998.2,0.0,27.9
서울특별시,종로구,장사동,2022,8,18,12,34,목,0,0,0,301,"건축,구조물",전기적 요인,기타(전기적요인),"전기,전자","기타(전기,전자)",전기설비,배터리/축전기,기타서비스,기타건축물,기타 건축물,,27.9,0.0,0.8,67,997.5,0.0,36.7
서울특별시,중구,신당동,2022,8,18,14,54,목,0,0,0,5,"건축,구조물",부주의,음식물 조리중,식품,음식물,주방기기,가스렌지,생활서비스,음식점,일반주점,,29.6,0.0,2.0,61,996.9,0.0,35.8
서울특별시,서대문구,현저동,2022,8,19,9,21,금,0,0,0,2200,"자동차,철도차량",기계적 요인,정비불량,"자동차,철도차량,선박,항공기",전기배선,,,"자동차,철도차량",자동차,승용자동차,일반도로,25.5,0.0,2.0,78,994.4,0.0,28.3
서울특별시,동대문구,용두동,2022,8,19,15,36,금,0,0,0,18,"건축,구조물",부주의,담배꽁초,쓰레기류,쓰레기,,,생활서비스,일상서비스,일반상점,,27.2,0.0,2.7,82,989.9,0.0,26.4
